,abw,afg,ago,aia,alb,and,ant,are,arg,arm,asm,ata,atf,atg,aus,aut,aze,bdi,bel,ben,bfa,bgd,bgr,bhr,bhs,bih,blr,blz,bmu,bol,bra,brb,brn,btn,bvt,bwa,caf,can,cck,che,chl,chn,civ,cmr,cod,cog,cok,col,com,cpv,cri,cub,cxr,cym,cyp,cze,deu,dji,dma,dnk,dom,dza,ecu,egy,eri,esh,esp,est,eth,fin,fji,flk,fra,fro,fsm,gab,gbr,geo,gha,gib,gin,gmb,gnb,gnq,grc,grd,grl,gtm,gum,guy,hkg,hmd,hnd,hrv,hti,hun,idn,ind,iot,irl,irn,irq,isl,isr,ita,jam,jor,jpn,kaz,ken,kgz,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lca,lka,lso,ltu,lux,lva,mac,mar,mda,mdg,mdv,mex,mhl,mkd,mli,mlt,mmr,mne,mng,mnp,moz,mrt,msr,mus,mwi,mys,myt,nam,ncl,ner,nfk,nga,nic,niu,nld,nor,npl,nru,nzl,omn,pak,pan,pcn,per,phl,plw,png,pol,prk,prt,pry,pse,pyf,qat,rou,rus,rwa,sau,sdn,sen,sgp,sgs,shn,slb,sle,slv,smr,som,spm,srb,stp,sur,svk,svn,swe,swz,syc,syr,tca,tcd,tgo,tha,tjk,tkl,tkm,tls,ton,tto,tun,tur,tuv,tza,uga,ukr,umi,ury,usa,uzb,vat,vct,ven,vgb,vnm,vut,wlf,wsm,yem,zaf,zmb,zwe
atf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746851.0,0.0,0.0,4381035.0,0.0,0.0,0.0,237899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73853.0,0.0,171235.0,2439680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3981229.0,6332251.0,0.0,0.0,567243.0,0.0,0.0,0.0,0.0,0.0,0.0,2929.0,604081.0,0.0,69813.0,0.0,0.0,3005052.0,0.0,0.0,0.0,89205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,2287.0,0.0,0.0,0.0,0.0,0.0,0.0,68374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2721642.0,0.0,8348.0,0.0,0.0,0.0,0.0,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1659.0,3236.0,40921.0,0.0,0.0,0.0,0.0,0.0,0.0,71756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98599.0,0.0,0.0,0.0,0.0,0.0,0.0,588625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atg,121.0,0.0,0.0,0.0,0.0,0.0,0.0,30092.0,450015.0,0.0,0.0,0.0,0.0,0.0,324933.0,261608.0,0.0,0.0,611570.0,0.0,0.0,0.0,2296740.0,0.0,256.0,0.0,0.0,18437.0,0.0,0.0,4857166.0,4310250.0,0.0,0.0,0.0,0.0,0.0,19456143.0,0.0,2717648.0,856260.0,806157747.0,0.0,0.0,0.0,0.0,0.0,674348.0,0.0,0.0,448653.0,0.0,0.0,0.0,76511.0,253815.0,46900282.0,0.0,1957825.0,2814659.0,2603393.0,0.0,77307.0,0.0,0.0,0.0,2966476.0,185160.0,0.0,1780720.0,0.0,0.0,4662005.0,0.0,0.0,0.0,16518869.0,0.0,1110.0,0.0,0.0,0.0,0.0,0.0,5362504.0,0.0,0.0,206986.0,0.0,2187217.0,0.0,0.0,0.0,15703.0,0.0,386000.0,415528.0,606695.0,0.0,140868.0,0.0,0.0,0.0,72000.0,4781347.0,3090202.0,0.0,9133418.0,0.0,0.0,0.0,0.0,0.0,0.0,17377325.0,0.0,0.0,13925.0,0.0,0.0,0.0,1844.0,0.0,59970.0,11919.0,582141.0,0.0,0.0,0.0,0.0,0.0,1823223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1885.0,0.0,0.0,777670.0,0.0,0.0,0.0,0.0,0.0,40718.0,15862.0,0.0,5486965.0,1906769.0,0.0,0.0,1227428.0,0.0,38917.0,1950138.0,0.0,498319.0,24408.0,0.0,0.0,72327594.0,0.0,29235515.0,0.0,0.0,0.0,0.0,27582323.0,0.0,0.0,0.0,0.0,0.0,435448078.0,0.0,0.0,0.0,0.0,12107.0,0.0,0.0,0.0,0.0,0.0,275938.0,29.0,7384.0,3044817.0,0.0,0.0,36123.0,0.0,0.0,0.0,995495.0,0.0,0.0,0.0,0.0,0.0,11969151.0,57530.0,3725220.0,0.0,0.0,0.0,80545.0,0.0,0.0,156876111.0,0.0,0.0,2295025.0,10215.0,0.0,0.0,0.0,0.0,0.0,0.0,353226.0,0.0,0.0
aus,0.0,130158.0,77754.0,26674.0,294091.0,0.0,1226107.0,1811292300.0,231348038.0,493800.0,6938886.0,227619.0,0.0,203339.0,787082412.0,729045779.0,118303587.0,0.0,1245151819.0,0.0,1997.0,115016231.0,34427719.0,38032472.0,1669387.0,2182331.0,3504132.0,1103156.0,2157277.0,8548801.0,646536333.0,1368054.0,857317546.0,43512.0,0.0,21817.0,24480.0,1535068102.0,87772.0,1847129356.0,771264529.0,30776992809.0,15370647.0,908011.0,10268625.0,159743567.0,156034.0,38997390.0,17276.0,118358.0,89602490.0,3732933.0,1988289.0,32187.0,7394491.0,216662126.0,8690647430.0,92339.0,280637.0,819907685.0,17118530.0,119007222.0,14022064.0,21093395.0,16940.0,0.0,1343486304.0,31334244.0,9499813.0,552972925.0,156240622.0,0.0,4399365374.0,0.0,3515.0,311850682.0,4640333830.0,1251020.0,6437944.0,826.0,811315.0,4446.0,0.0,26614.0,137925572.0,0.0,0.0,5170768.0,24670.0,636448.0,866823539.0,0.0,12979401.0,24286803.0,1294460.0,306944343.0,4336409187.0,1603450373.0,0.0,1848711119.0,149128333.0,0.0,7747766.0,491182994.0,3947857473.0,1035179.0,5548544.0,14175270229.0,12076729.0,14683751.0,30339.0,21884128.0,441083.0,35581.0,5662181662.0,295848980.0,1651024.0,11272800.0,53586.0,286800851.0,18807.0,92328351.0,1211817.0,15278050.0,29475913.0,3574606.0,7351705.0,41950311.0,593758.0,334932.0,743119.0,1080601093.0,363116.0,3499798.0,5081012.0,12897268.0,12664601.0,125000.0,109270.0,5748.0,3253793.0,1802.0,294051.0,9021956.0,3852841.0,7186985482.0,0.0,7288812.0,98365379.0,2638099.0,81421.0,650753956.0,7222908.0,8228.0,1071244667.0,317225511.0,6188820.0,3817642.0,5875858032.0,28032945.0,135116230.0,1918821.0,216579.0,123055469.0,390721721.0,211591.0,2500071359.0,269548855.0,6353376.0,118312268.0,559664.0,0.0,3197276.0,400165685.0,39117911.0,302142647.0,31286.0,327253739.0,26005.0,1204166.0,8276404552.0,0.0,3964.0,4361910.0,5073307.0,3822976.0,0.0,200211.0,0.0,4766207.0,40989.0,117587.0,125279573.0,36198593.0,1727145173.0,51272627.0,3857114.0,1754535.0,0.0,1501.0,36005.0,8875930379.0,3069318.0,0.0,1783.0,691571.0,399269.0,4801458.0,12964922.0,396701757.0,360198.0,5074860.0,4574723.0,26131756.0,0.0,11905270.0,18445997472.0,451662.0,0.0,39004.0,2910574.0,2557050.0,2540882146.0,901155.0,1024.0,36295615.0,180732.0,895002843.0,14252813.0,8337928.0
aut,455.0,91205.0,46279.0,18954.0,36631791.0,561567.0,3344598.0,38406796.0,153936394.0,1628149.0,102.0,4112.0,2357.0,32476.0,65475840.0,0.0,95535997.0,267963.0,2224605092.0,103348.0,690329.0,227154013.0,394475368.0,4122395.0,1738077.0,317484524.0,37316383.0,317462.0,10833.0,2863664.0,645313871.0,1159055.0,15007.0,9286.0,5270.0,211591.0,1345912.0,428881120.0,18204.0,7464109742.0,143351551.0,6187127440.0,30262534.0,6605254.0,422100.0,289297.0,4234.0,22875173.0,88302.0,918.0,109739931.0,4229756.0,705.0,2090.0,42426535.0,5102640068.0,52389869231.0,16325.0,162569.0,542875522.0,19190561.0,41280150.0,37878451.0,100124271.0,15353.0,0.0,2116390267.0,51867925.0,4076405.0,508084894.0,699565.0,7966.0,3828384909.0,163357.0,39336.0,288617.0,1903097747.0,13539648.0,13429332.0,908213.0,300311.0,28.0,2680.0,194.0,176309038.0,667366.0,781854.0,5369961.0,11019.0,329433.0,120384881.0,130.0,10421237.0,628600378.0,42097.0,3704690065.0,213029961.0,574539021.0,42909.0,615020080.0,379628696.0,101728129.0,18829738.0,182450001.0,9056572178.0,3996100.0,3831237.0,1965421749.0,1051493745.0,4732765.0,21710.0,38115607.0,0.0,1466.0,562702374.0,582858.0,4418875.0,1010175.0,20621.0,893139213.0,135.0,45645952.0,0.0,77415992.0,202617428.0,34255575.0,2095820.0,90201020.0,15035423.0,5188246.0,17393.0,227971145.0,1670384.0,45300636.0,59449.0,11895093.0,10124531.0,6013646.0,1310483.0,2017.0,422000.0,12040.0,288.0,10779712.0,2377053.0,320758714.0,0.0,1996962.0,26060.0,28729.0,1712.0,436810189.0,3587230.0,265.0,3777529026.0,667989897.0,3340863.0,154.0,57114196.0,1024764.0,79088193.0,2010582.0,65797.0,39123976.0,149085090.0,0.0,503031.0,2330867695.0,490499.0,479570382.0,1284723.0,71715.0,347142.0,3670925.0,1121554173.0,767243082.0,179683.0,44188161.0,348095.0,280803.0,138778904.0,984.0,24993.0,848.0,42901.0,2483294.0,27693512.0,57254.0,0.0,352416497.0,161374.0,3840432.0,3210331201.0,1509153726.0,1450380578.0,50476.0,9493258.0,298347221.0,5818.0,36471.0,69288.0,445994185.0,1851467.0,348508.0,65942.0,0.0,302.0,1830726.0,100965691.0,1059889951.0,200.0,1111251.0,889004.0,587509289.0,119953.0,12014343.0,3765864356.0,3318325.0,36844.0,1341.0,6673336.0,41298573.0,303254894.0,0.0,0.0,14053.0,512964.0,214638363.0,2183553.0,1275962.0
aze,0.0,9792.0,5158.0,159888.0,0.0,100905.0,5600.0,250322801.0,26197664.0,0.0,0.0,0.0,0.0,0.0,4597057.0,108402420.0,0.0,0.0,44219757.0,0.0,0.0,47655.0,14456647.0,53311.0,0.0,349470.0,101656488.0,26385.0,0.0,397.0,145424054.0,36274.0,0.0,0.0,0.0,0.0,0.0,14046250.0,0.0,94986098.0,220353.0,637939743.0,0.0,0.0,0.0,802.0,0.0,1870746.0,0.0,0.0,115456.0,2839.0,0.0,0.0,4240222.0,50534830.0,697263437.0,0.0,0.0,12545154.0,0.0,76692.0,15534159.0,820151.0,0.0,0.0,24505440.0,9091930.0,0.0,52566040.0,1553.0,0.0,123480045.0,0.0,0.0,7832.0,287599459.0,46001288.0,0.0,246002.0,0.0,0.0,0.0,0.0,14820133.0,9738.0,0.0,0.0,0.0,0.0,5053954.0,0.0,31323.0,2762185.0,0.0,54070097.0,6176078.0,37963472.0,0.0,11780328.0,108198532.0,165044.0,100413.0,93512973.0,112813243.0,0.0,2218941.0,134514340.0,264617216.0,691235.0,914036.0,0.0,8258.0,0.0,144114309.0,637510.0,0.0,349805.0,17378.0,0.0,0.0,11576789.0,0.0,31300128.0,93599789.0,7344307.0,0.0,1007210.0,5366052.0,1044.0,0.0,2664341.0,41241.0,1340422.0,0.0,483305.0,100.0,0.0,0.0,0.0,3674.0,0.0,0.0,0.0,536349.0,36965090.0,0.0,0.0,0.0,0.0,0.0,4815.0,0.0,301.0,48491333.0,10139551.0,361.0,0.0,16896861.0,32910.0,3494043.0,11069478.0,0.0,118433.0,1151302.0,0.0,1230.0,63569846.0,0.0,939322.0,0.0,431.0,0.0,64765.0,33803678.0,1040900529.0,0.0,1416539.0,0.0,0.0,157773468.0,0.0,0.0,0.0,368.0,11173671.0,34467.0,3918.0,0.0,3778685.0,0.0,0.0,20670488.0,4060925.0,42911144.0,0.0,26571.0,839140.0,0.0,0.0,0.0,12464036.0,1149332.0,0.0,12670891.0,0.0,0.0,0.0,2109187.0,694752194.0,0.0,97874.0,0.0,425420961.0,0.0,877093.0,187078129.0,11212174.0,0.0,0.0,13475.0,305517.0,1688514.0,0.0,0.0,0.0,0.0,24903405.0,0.0,47167.0
bdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7759592.0,0.0,0.0,0.0,0.0,0.0,0.0,43262.0,100091.0,0.0,0.0,33748812.0,0.0,0.0,0.0,25384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188628.0,0.0,0.0,0.0,0.0,0.0,0.0,900558.0,0.0,1218151.0,0.0,27523501.0,0.0,76.0,0.0,0.0,0.0,59690.0,0.0,0.0,0.0,0.0,0.0,0.0,13505.0,365327.0,18466746.0,0.0,0.0,2267844.0,0.0,0.0,0.0,15727714.0,0.0,0.0,1369954.0,0.0,1991.0,19152.0,0.0,0.0,18744762.0,0.0,0.0,0.0,5159653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87978.0,0.0,0.0,0.0,0.0,0.0,723294.0,0.0,0.0,127301.0,0.0,9000.0,757543.0,17248002.0,0.0,169738.0,3418.0,0.0,0.0,63000.0,10533346.0,0.0,0.0,12579978.0,0.0,23256959.0,0.0,0.0,0.0,0.0,276776.0,0.0,0.0,15701.0,0.0,0.0,0.0,0.0,0.0,0.0,54134.0,0.0,0.0,261.0,0.0,1671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549353.0,6087.0,455700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4781360.0,1269.0,0.0,0.0,130199.0,932.0,10030.0,0.0,0.0,0.0,404271.0,0.0,0.0,34725.0,0.0,509678.0,0.0,0.0,0.0,0.0,24258.0,13345.0,1569715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309104.0,141629.0,838313.0,0.0,0.0,0.0,0.0,0.0,0.0,3345457.0,0.0,0.0,0.0,0.0,0.0,0.0,127954.0,4385018.0,0.0,15009364.0,20365921.0,0.0,0.0,0.0,14213943.0,0.0,0.0,0.0,0.0,0.0,5057651.0,0.0,0.0,0.0,0.0,9047838.0,22327194.0,112318.0
bel,71660.0,1767045.0,82668979.0,48698.0,3801107.0,417358.0,18832405.0,1810979091.0,369632605.0,57615299.0,10444.0,9568.0,243.0,2568.0,1336724381.0,2138209543.0,1845294.0,3908851.0,526394947.0,1066705.0,76607133.0,482265379.0,1048179137.0,4058270.0,13612004.0,34749533.0,88728832.0,1222940.0,4748.0,106432027.0,2608808658.0,87345.0,7548.0,6575.0,4852.0,173974291.0,33005064.0,1901667410.0,1023.0,2519812298.0,927921226.0,14072219564.0,325981628.0,127399774.0,264367236.0,24363583.0,46993.0,701476634.0,82026.0,296.0,416284606.0,9818047.0,0.0,2026.0,81504549.0,2836000068.0,57876994701.0,568766.0,565401.0,1359428439.0,207944100.0,2005352908.0,361599277.0,414766687.0,702.0,0.0,7450803654.0,138083442.0,132876181.0,1815463799.0,36617.0,0.0,39371348527.0,0.0,917.0,25652106.0,18858668373.0,6631289.0,207883869.0,24667.0,63369373.0,2545491.0,0.0,364214.0,316514024.0,660349.0,0.0,31999817.0,4636.0,15404130.0,702515848.0,0.0,137129563.0,57259917.0,2508908.0,1447646463.0,1084412481.0,4306230965.0,96933.0,18297374555.0,528027960.0,58743.0,77703549.0,2202076552.0,10889518275.0,1374336.0,16954382.0,7733942102.0,21753831.0,50920665.0,2239689.0,37456613.0,97.0,343439.0,1667752183.0,119863197.0,17070895.0,91510462.0,23809050.0,52976623.0,8012.0,324430864.0,162520510.0,302679368.0,2559038839.0,86308617.0,12300470.0,504651411.0,3860104.0,11950331.0,460512.0,1314757106.0,130930.0,60709898.0,6269350.0,92484474.0,2279597.0,1275293.0,2768258.0,861723.0,613017199.0,54756829.0,2065.0,43743812.0,21430429.0,580719617.0,16097.0,99437249.0,45154773.0,12032.0,17349.0,140255290.0,30423196.0,0.0,66638870845.0,4085348191.0,3473552.0,0.0,414414019.0,49334964.0,338228631.0,51657928.0,0.0,513390174.0,213905339.0,102217.0,42586171.0,3411805956.0,1036302.0,1323001874.0,27669499.0,2689615.0,902723.0,1519104879.0,672743392.0,7420910713.0,12188384.0,1341110685.0,1113279.0,53826286.0,3468627409.0,320901.0,0.0,7287.0,86991267.0,17239195.0,4754108.0,3238.0,0.0,114507917.0,1726174.0,185733899.0,905648782.0,199923189.0,6640960202.0,34211.0,19653.0,28591642.0,4027.0,9557.0,54494559.0,1140029825.0,1671557.0,101380.0,25454518.0,1000179.0,34710.0,80159344.0,427817524.0,3022519049.0,2140.0,43624847.0,72806794.0,323247574.0,1981448.0,23263422.0,19313394270.0,15514960.0,0.0,110.0,563483928.0,7000241.0,903549241.0,14528.0,1208.0,0.0,3556505.0,2039631704.0,82409912.0,10734344.0
ben,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71357296.0,2052161.0,0.0,0.0,0.0,0.0,0.0,402576.0,7581889.0,0.0,0.0,130617603.0,0.0,8274.0,0.0,23129378.0,0.0,0.0,0.0,0.0,0.0,0.0,5838.0,103033626.0,0.0,0.0,0.0,0.0,0.0,0.0,14511649.0,0.0,33818999.0,1502829.0,2264416589.0,27414159.0,3791832.0,0.0,5270901.0,0.0,129966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136596.0,91554659.0,0.0,0.0,3012539.0,0.0,12702.0,358.0,5739776.0,0.0,0.0,114698777.0,495648.0,0.0,385646.0,0.0,0.0,522069450.0,0.0,0.0,0.0,317160637.0,0.0,4502372.0,0.0,0.0,0.0,0.0,0.0,86535.0,0.0,0.0,0.0,0.0,0.0,10667099.0,0.0,0.0,19478781.0,0.0,4110000.0,71916975.0,262178798.0,0.0,7137072.0,6258.0,0.0,51096.0,73335000.0,59379309.0,0.0,11343.0,24109575.0,0.0,2408.0,0.0,56728.0,0.0,0.0,42244770.0,0.0,0.0,1641514.0,0.0,0.0,0.0,0.0,0.0,1765122.0,254811.0,144281.0,0.0,2173052.0,0.0,310592.0,0.0,191349.0,0.0,0.0,19289.0,0.0,0.0,0.0,0.0,0.0,4202.0,130973.0,0.0,154613.0,0.0,477360275.0,0.0,0.0,0.0,106700.0,0.0,0.0,0.0,0.0,341314986.0,1646086.0,0.0,0.0,623416.0,0.0,75286460.0,0.0,0.0,540551.0,36148.0,0.0,0.0,16708632.0,0.0,9787767.0,0.0,0.0,0.0,0.0,542258.0,251460.0,0.0,0.0,0.0,6753124.0,49364637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5319.0,0.0,0.0,1032383.0,5615.0,19407013.0,0.0,0.0,40798.0,0.0,0.0,26682442.0,257387359.0,0.0,0.0,0.0,0.0,0.0,568317.0,5214606.0,116928879.0,0.0,0.0,5969.0,24993400.0,0.0,0.0,465263428.0,0.0,0.0,0.0,0.0,0.0,13106605.0,0.0,0.0,0.0,0.0,54680080.0,0.0,0.0
bfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4578984.0,1457735.0,0.0,0.0,0.0,0.0,0.0,3984325.0,1638393.0,0.0,0.0,64865870.0,345291.0,0.0,0.0,79969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17689007.0,0.0,0.0,0.0,0.0,0.0,0.0,29800389.0,0.0,3204430.0,97728.0,46463400.0,252798009.0,1143293.0,0.0,0.0,0.0,463720.0,0.0,0.0,0.0,0.0,0.0,0.0,28625.0,828265.0,37292586.0,0.0,0.0,2881780.0,0.0,1388.0,0.0,7721420.0,0.0,0.0,35674541.0,263484.0,1184.0,4886288.0,0.0,0.0,294782182.0,0.0,0.0,0.0,23041971.0,0.0,24267125.0,0.0,0.0,0.0,0.0,0.0,10845509.0,0.0,0.0,0.0,0.0,0.0,4901855.0,0.0,0.0,27688.0,0.0,656000.0,5111449.0,36505674.0,0.0,2144094.0,101275.0,0.0,0.0,1606000.0,25080625.0,0.0,38708.0,13189954.0,463833.0,82199.0,0.0,259414.0,0.0,0.0,17932947.0,0.0,0.0,2649676.0,0.0,0.0,0.0,179181.0,0.0,71810.0,599888.0,119179.0,0.0,5451523.0,0.0,0.0,0.0,366740.0,0.0,0.0,15185448.0,95763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5052.0,0.0,870197.0,0.0,0.0,0.0,1128828.0,0.0,2350810.0,0.0,0.0,38557274.0,37537.0,0.0,0.0,406223.0,0.0,282283.0,0.0,0.0,0.0,62125.0,0.0,0.0,2286129.0,0.0,4043996.0,0.0,0.0,0.0,0.0,4337616.0,13195348.0,0.0,0.0,0.0,15216712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50610.0,30003.0,5523290.0,0.0,0.0,74284.0,0.0,0.0,54297736.0,8900732.0,0.0,0.0,0.0,0.0,0.0,0.0,13901568.0,10297563.0,0.0,0.0,0.0,13289213.0,0.0,0.0,46445716.0,0.0,0.0,0.0,0.0,0.0,6360572.0,0.0,0.0,0.0,0.0,29220283.0,0.0,0.0
bgd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90438545.0,214860986.0,0.0,0.0,0.0,0.0,0.0,520403806.0,46961291.0,0.0,0.0,127444693.0,0.0,0.0,0.0,27060683.0,0.0,0.0,2314919.0,0.0,0.0,0.0,0.0,537833957.0,0.0,0.0,0.0,0.0,0.0,0.0,577764343.0,0.0,79359823.0,1755238.0,6691638912.0,0.0,0.0,0.0,0.0,0.0,1103908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27901328.0,604267195.0,0.0,0.0,31925250.0,0.0,0.0,0.0,28022031.0,0.0,0.0,83439972.0,1512.0,0.0,157705407.0,0.0,0.0,99026014.0,0.0,0.0,0.0,175414752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4784139.0,0.0,0.0,0.0,0.0,0.0,814228162.0,0.0,0.0,4106710.0,0.0,11576000.0,1002219606.0,3013339855.0,0.0,4206236.0,0.0,0.0,0.0,494000.0,331755254.0,0.0,0.0,972005127.0,0.0,0.0,0.0,0.0,0.0,0.0,1492925111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5585612.0,1070358.0,3161917.0,0.0,0.0,0.0,0.0,0.0,2066209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1258282269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160875264.0,42649898.0,0.0,0.0,61643468.0,0.0,636777457.0,0.0,0.0,2050139.0,50571823.0,0.0,0.0,21735375.0,0.0,10666895.0,0.0,0.0,0.0,0.0,52034905.0,161121191.0,0.0,0.0,0.0,0.0,1663050988.0,0.0,0.0,0.0,0.0,125252.0,0.0,0.0,0.0,5049240.0,0.0,0.0,7005750.0,654039.0,69525380.0,0.0,0.0,0.0,0.0,0.0,0.0,885185594.0,0.0,0.0,0.0,0.0,0.0,0.0,78158281.0,169391655.0,0.0,0.0,0.0,112710484.0,0.0,0.0,574704781.0,0.0,0.0,0.0,0.0,0.0,255792032.0,0.0,0.0,0.0,0.0,47597227.0,0.0,0.0
bgr,0.0,5547.0,96.0,0.0,14568663.0,834.0,905.0,28187547.0,73796821.0,328216.0,0.0,0.0,18403.0,0.0,8328805.0,789871726.0,2784944.0,0.0,434768492.0,0.0,11223.0,1474269.0,0.0,541562.0,139025.0,8079186.0,18134662.0,1457452.0,223.0,166.0,126351066.0,37.0,111.0,0.0,0.0,41.0,0.0,36417853.0,0.0,214560202.0,197210612.0,567928889.0,4425992.0,1247168.0,0.0,2935339.0,0.0,341635.0,287980.0,0.0,623828.0,571888.0,0.0,1163.0,27784336.0,443044626.0,2723888414.0,0.0,0.0,115623611.0,432712.0,5726414.0,7959947.0,97461720.0,0.0,0.0,444892618.0,13858606.0,798266.0,110545377.0,119.0,0.0,849540670.0,405904.0,0.0,28431.0,358694028.0,185574459.0,4295195.0,59765.0,0.0,0.0,0.0,0.0,1379339683.0,0.0,42.0,125.0,0.0,88.0,59335489.0,0.0,6422415.0,41653350.0,0.0,707267980.0,34488224.0,60613614.0,60.0,63857876.0,6316979.0,38970.0,1285361.0,114276781.0,1740240552.0,6842.0,2720274.0,84381682.0,8647643.0,2208463.0,2841317.0,32332.0,0.0,0.0,93007576.0,669328.0,0.0,8605591.0,1487.0,2893690.0,1547.0,1902426.0,0.0,34859492.0,16392995.0,13623060.0,54380.0,3190556.0,12697279.0,4645119.0,0.0,3151129.0,285238.0,308566655.0,5046.0,30773607.0,0.0,1595809.0,823386.0,0.0,11358.0,33501.0,0.0,548147.0,1995044.0,35510730.0,0.0,46659.0,0.0,86.0,0.0,112.0,49717.0,0.0,611943892.0,10200935.0,9453.0,0.0,3862430.0,10217132.0,10100485.0,219084.0,0.0,262996441.0,19173215.0,0.0,29321.0,490811967.0,59267.0,71989601.0,5870.0,0.0,0.0,210048.0,1621525017.0,3844523833.0,485.0,9524726.0,26732.0,0.0,12752623.0,0.0,0.0,0.0,0.0,87.0,315177.0,0.0,0.0,256123375.0,0.0,12745.0,253628467.0,180730879.0,145144040.0,125640.0,186404.0,35327675.0,0.0,0.0,1915337.0,19733609.0,5203079.0,0.0,16865141.0,0.0,0.0,156.0,20767419.0,1257779133.0,0.0,85398.0,2161680.0,962495733.0,1836.0,5022877.0,155864589.0,3166454.0,664.0,5610.0,115100.0,390571.0,46695383.0,0.0,0.0,0.0,95006.0,14807335.0,7701714.0,635503.0
