,abw,afg,ago,aia,alb,and,ant,are,arg,atf,atg,aus,aut,bdi,bel,ben,bfa,bgd,bgr,bhr,bhs,blz,bmu,bol,bra,brb,brn,btn,caf,can,cck,che,chl,chn,civ,cmr,cod,cog,cok,col,com,cpv,cri,csk,cub,cxr,cym,cyp,ddr,deu,dji,dma,dnk,dom,dza,ecu,egy,esh,esp,eth,fin,fji,flk,fra,fro,gab,gbr,gha,gib,gin,glp,gmb,gnb,gnq,grc,grd,grl,gtm,guf,guy,hkg,hnd,hti,hun,idn,ind,iot,irl,irn,irq,isl,isr,ita,jam,jor,jpn,ken,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lca,lka,mac,mar,mdg,mdv,mex,mli,mlt,mmr,mng,moz,mrt,msr,mtq,mus,mwi,mys,ncl,ner,nfk,nga,nic,niu,nld,nor,npl,nru,nzl,omn,pak,pan,pci,pcn,per,phl,png,pol,prk,prt,pry,pyf,qat,reu,rou,rwa,sau,sdn,sen,sgp,shn,slb,sle,slv,som,spm,stp,sun,sur,swe,syc,syr,tca,tcd,tgo,tha,tkl,tls,ton,tto,tun,tur,tuv,tza,uga,ury,usa,vct,ven,vgb,vnm,vut,wlf,wsm,yem,ymd,yug,zaf,zmb,zwe
gib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136240.0,0.0,0.0,0.0,13222665.0,0.0,2485214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11827336.0,0.0,0.0,0.0,0.0,10003446.0,0.0,3848189.0,0.0,3171743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15299000.0,0.0,0.0,13544821.0,0.0,0.0,0.0,0.0,0.0,114904755.0,0.0,2924023.0,0.0,0.0,12206549.0,0.0,0.0,122048247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109851.0,0.0,0.0,0.0,0.0,0.0,7845307.0,0.0,0.0,0.0,0.0,1080736.0,0.0,1428039.0,0.0,0.0,0.0,215632.0,40734216.0,0.0,0.0,22671437.0,0.0,0.0,0.0,0.0,62225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46746898.0,26501100.0,0.0,0.0,205074.0,0.0,0.0,0.0,0.0,0.0,0.0,198989.0,0.0,0.0,0.0,1267971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2174994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20618979.0,0.0,0.0,0.0,0.0,0.0,145630.0,0.0,0.0,0.0,0.0,0.0,49246.0,0.0,0.0,0.0,0.0,31925694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87000.0,0.0,0.0,0.0
gin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137600.0,0.0,0.0,66606.0,1555018.0,0.0,40138591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8725273.0,0.0,0.0,0.0,0.0,6031531.0,0.0,4264873.0,0.0,7836363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28166000.0,0.0,0.0,1571603.0,0.0,0.0,0.0,0.0,0.0,13636872.0,0.0,2541343.0,0.0,0.0,155172835.0,0.0,0.0,20286668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4690601.0,0.0,0.0,0.0,0.0,0.0,20674260.0,0.0,0.0,0.0,44633.0,783815.0,0.0,694161.0,0.0,0.0,0.0,34221.0,21546617.0,0.0,0.0,18909683.0,0.0,0.0,0.0,0.0,1589898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41157.0,0.0,0.0,0.0,0.0,0.0,0.0,19651007.0,1117742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121795.0,0.0,0.0,0.0,1553015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2651921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112532.0,0.0,0.0,0.0,0.0,42900676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169000.0,0.0,0.0,0.0
glp,531.0,3433.0,12605.0,215368.0,0.0,0.0,47558844.0,1729.0,909202.0,0.0,902222.0,491925.0,974861.0,0.0,21343965.0,0.0,889.0,74583.0,61548.0,0.0,0.0,0.0,2350.0,22518.0,18951964.0,421520.0,0.0,0.0,113856.0,4151278.0,0.0,3706127.0,559971.0,4545446.0,369066.0,20053.0,47273.0,0.0,0.0,581773.0,6634.0,522.0,154829.0,572863.0,734427.0,0.0,3155.0,5502.0,1065773.0,55271017.0,0.0,1103296.0,2894656.0,2400401.0,10972.0,45341.0,4438.0,0.0,29306435.0,311677.0,3651191.0,0.0,0.0,1003733431.0,0.0,1048653.0,16837983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497674.0,2246.0,17155.0,436702.0,8345777.0,72515.0,2675812.0,4579210.0,160365.0,267214.0,1235773.0,1267083.0,0.0,891105.0,35935.0,800.0,1689125.0,638055.0,54259848.0,297289.0,0.0,34527941.0,15175.0,0.0,0.0,409162.0,4101644.0,0.0,886.0,14057.0,0.0,0.0,65359.0,140391.0,203549.0,1262952.0,499938.0,0.0,713612.0,0.0,10545.0,0.0,0.0,3110.0,0.0,0.0,30075644.0,441194.0,15517.0,1195322.0,0.0,0.0,0.0,0.0,90726.0,0.0,17887607.0,2962823.0,0.0,0.0,5478090.0,0.0,582154.0,153043.0,0.0,0.0,5731.0,853892.0,16250.0,315611.0,45491.0,3212449.0,0.0,1597.0,0.0,5772659.0,765771.0,0.0,8129.0,0.0,84718.0,2614419.0,0.0,0.0,0.0,6231.0,0.0,0.0,0.0,488943.0,1052702.0,11014077.0,11999.0,9667.0,0.0,6674.0,456.0,3741636.0,0.0,0.0,0.0,15199874.0,1012396.0,2199091.0,0.0,15331.0,0.0,115525.0,72078383.0,22621.0,16398124.0,2236.0,25215.0,0.0,0.0,0.0,0.0,0.0,1679331.0,598974.0,0.0,457.0
gmb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1812.0,928593.0,0.0,10497007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679274.0,0.0,0.0,0.0,0.0,234582.0,0.0,149494.0,0.0,30306305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15730000.0,0.0,0.0,4002738.0,0.0,0.0,0.0,0.0,0.0,2476291.0,0.0,8806.0,0.0,0.0,20439987.0,0.0,0.0,30548625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74419.0,0.0,0.0,0.0,0.0,0.0,15736742.0,0.0,0.0,0.0,0.0,519537.0,0.0,516289.0,0.0,0.0,0.0,0.0,6424019.0,0.0,0.0,7834238.0,0.0,0.0,0.0,0.0,799178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5945.0,0.0,0.0,0.0,0.0,0.0,0.0,8326061.0,1406446.0,0.0,0.0,2773.0,0.0,0.0,0.0,0.0,0.0,0.0,100436.0,0.0,0.0,0.0,245991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305043.0,0.0,0.0,0.0,0.0,0.0,7782231.0,0.0,0.0,0.0,0.0,0.0,202239.0,0.0,0.0,0.0,0.0,8733893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216000.0,0.0,0.0,0.0
gnb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42143.0,0.0,1381095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267688.0,0.0,0.0,0.0,0.0,66471.0,0.0,87375.0,0.0,363086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3815000.0,0.0,0.0,796665.0,0.0,0.0,0.0,0.0,0.0,968841.0,0.0,336601.0,0.0,0.0,7076724.0,0.0,0.0,1653430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040177.0,0.0,0.0,0.0,339119.0,14487.0,0.0,0.0,0.0,0.0,0.0,0.0,5398138.0,0.0,0.0,12246260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35503.0,0.0,0.0,0.0,0.0,0.0,0.0,6061903.0,4451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220211.0,0.0,0.0,0.0,41701289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105353.0,0.0,0.0,0.0,0.0,0.0,2662409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gnq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14184.0,0.0,0.0,0.0,0.0,0.0,3682798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137622.0,0.0,0.0,0.0,0.0,50446.0,0.0,90757.0,0.0,688733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2327000.0,0.0,0.0,1109.0,0.0,0.0,0.0,0.0,0.0,13497713.0,0.0,0.0,0.0,0.0,12930585.0,0.0,0.0,2075083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98964.0,0.0,0.0,0.0,0.0,4929.0,0.0,26707.0,0.0,0.0,0.0,206913.0,11036446.0,0.0,0.0,187734.0,0.0,0.0,0.0,0.0,472581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6691935.0,464997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379000.0,0.0,0.0,0.0
grc,0.0,80453.0,0.0,0.0,11244753.0,240997.0,0.0,688099.0,44752072.0,0.0,0.0,13521102.0,248185658.0,35136.0,706761460.0,0.0,18061.0,2791274.0,101438422.0,248389.0,3755851.0,0.0,0.0,153055.0,159939337.0,0.0,16808.0,0.0,1375572.0,75921908.0,33996.0,327507792.0,34381821.0,107607272.0,72653555.0,7847556.0,3124029.0,5048378.0,56942.0,6974418.0,7323.0,0.0,2398113.0,102215195.0,523489.0,0.0,0.0,49090866.0,39509669.0,3776694246.0,226870.0,251406.0,231994707.0,182720.0,40483198.0,9659090.0,35559292.0,0.0,374294360.0,912090.0,148380735.0,0.0,111466.0,1453350832.0,4105361.0,13818099.0,953156603.0,1565932.0,51392.0,0.0,2719.0,18078.0,0.0,1708588.0,0.0,39716.0,2818562.0,372979.0,0.0,0.0,68211520.0,1398287.0,7763.0,55518360.0,11281448.0,30053214.0,0.0,115460055.0,350564071.0,73995936.0,16587721.0,83392588.0,2840500414.0,520230.0,9160361.0,1062827338.0,5238711.0,32003.0,0.0,0.0,111534543.0,62018344.0,40890.0,2465263.0,8300286.0,279480124.0,713222.0,3429016.0,1055933.0,24652683.0,1050299.0,0.0,27938224.0,22745.0,4510921.0,68171.0,0.0,2160987.0,6921549.0,0.0,0.0,97749.0,1583100.0,26144530.0,0.0,33141.0,0.0,1625089.0,171362.0,0.0,1211697194.0,84828372.0,5956.0,0.0,39590901.0,828552.0,27430796.0,7119639.0,0.0,0.0,1778866.0,4742424.0,30069.0,58528880.0,860136.0,75684527.0,1473804.0,0.0,905449.0,0.0,65071846.0,0.0,195025667.0,4871222.0,13427147.0,112235393.0,2786.0,123544.0,401373.0,14708.0,9984004.0,6191.0,0.0,324230643.0,4100.0,263323282.0,0.0,12645992.0,0.0,83799.0,1404657.0,25265901.0,0.0,0.0,0.0,19545.0,21796562.0,139128590.0,0.0,988174.0,610407.0,4510942.0,697785425.0,367211.0,6232742.0,0.0,363291.0,0.0,0.0,0.0,308326.0,0.0,257370599.0,59563925.0,10152003.0,5403207.0
grd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769853.0,0.0,0.0,1150.0,1976.0,0.0,199175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610138.0,2943067.0,0.0,0.0,0.0,3304547.0,0.0,19700.0,0.0,376943.0,0.0,0.0,0.0,0.0,0.0,455909.0,0.0,0.0,40520.0,0.0,0.0,0.0,0.0,0.0,0.0,604000.0,0.0,0.0,865903.0,0.0,0.0,0.0,0.0,0.0,34955.0,0.0,13954.0,0.0,0.0,995111.0,0.0,0.0,13947550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92558.0,0.0,0.0,38063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113864.0,0.0,390026.0,0.0,0.0,0.0,0.0,1298968.0,1102937.0,0.0,3905061.0,0.0,0.0,0.0,0.0,340930.0,0.0,0.0,0.0,0.0,0.0,1412922.0,0.0,0.0,0.0,0.0,0.0,70416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.0,0.0,0.0,16435.0,0.0,0.0,0.0,0.0,0.0,0.0,1342193.0,378721.0,0.0,0.0,1617738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179846.0,0.0,0.0,0.0,0.0,0.0,315941.0,0.0,0.0,0.0,14442113.0,0.0,0.0,0.0,0.0,0.0,0.0,34581591.0,0.0,160094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175000.0,0.0,0.0,0.0
grl,0.0,2327.0,0.0,0.0,0.0,0.0,0.0,619.0,9342.0,0.0,0.0,268487.0,784142.0,0.0,2146503.0,0.0,0.0,7192.0,109054.0,0.0,0.0,0.0,0.0,0.0,186818.0,3213.0,0.0,0.0,0.0,4359672.0,0.0,1112273.0,528092.0,963221.0,0.0,883.0,0.0,0.0,0.0,1014.0,0.0,0.0,328536.0,239758.0,3192.0,0.0,0.0,17408.0,87158.0,14915124.0,0.0,0.0,257168720.0,0.0,2667.0,0.0,3824.0,0.0,1144736.0,0.0,2483854.0,0.0,0.0,6092114.0,16102.0,0.0,7475090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227574.0,0.0,0.0,1030.0,0.0,0.0,997008.0,0.0,0.0,308399.0,110728.0,161047.0,0.0,845033.0,13324.0,0.0,2241807.0,62134.0,4339729.0,2349.0,0.0,16011984.0,0.0,0.0,0.0,0.0,1746668.0,0.0,0.0,0.0,0.0,0.0,0.0,44066.0,61315.0,124049.0,0.0,0.0,16419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4437.0,0.0,327394.0,0.0,1215.0,0.0,0.0,4984.0,0.0,3330012.0,35836543.0,871.0,0.0,303965.0,0.0,82546.0,3702.0,0.0,0.0,13182.0,28090.0,0.0,195537.0,6170.0,1298009.0,0.0,0.0,0.0,0.0,21038.0,0.0,0.0,0.0,0.0,267626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121978.0,3305.0,9679178.0,0.0,2205.0,0.0,0.0,0.0,165847.0,0.0,0.0,0.0,0.0,17624.0,117989.0,0.0,0.0,0.0,1029.0,18253713.0,0.0,0.0,827.0,0.0,0.0,0.0,0.0,0.0,0.0,118590.0,64425.0,689.0,7424.0
gtm,38481125.0,2876.0,0.0,0.0,2515.0,2631.0,8235.0,100786.0,27907276.0,0.0,0.0,187657.0,3687648.0,0.0,11742876.0,0.0,0.0,0.0,596.0,0.0,10891.0,264108.0,13351.0,93244.0,28287989.0,0.0,0.0,0.0,0.0,30998852.0,0.0,19137283.0,8657842.0,3741663.0,0.0,0.0,0.0,0.0,0.0,10620705.0,0.0,0.0,34798026.0,706453.0,0.0,0.0,0.0,0.0,946653.0,88913912.0,0.0,2773.0,3364413.0,221226.0,0.0,568913.0,0.0,0.0,21225309.0,0.0,1776028.0,0.0,0.0,20342933.0,0.0,0.0,31419226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168853.0,0.0,0.0,0.0,0.0,0.0,11295129.0,8678918.0,76143.0,190723.0,488119.0,1196439.0,0.0,4779014.0,37099.0,0.0,2759.0,2658714.0,43814045.0,41815.0,4502.0,89251215.0,0.0,0.0,0.0,0.0,22947965.0,0.0,0.0,0.0,0.0,0.0,0.0,115698.0,7090.0,0.0,0.0,0.0,105195777.0,0.0,1207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8792965.0,0.0,0.0,0.0,0.0,6866176.0,0.0,18818359.0,8896552.0,0.0,0.0,1367116.0,0.0,32490.0,10064684.0,0.0,0.0,2541787.0,412216.0,0.0,792880.0,139015.0,759513.0,216714.0,0.0,0.0,0.0,6463150.0,0.0,66131.0,0.0,0.0,2551832.0,0.0,0.0,0.0,73106635.0,0.0,90828.0,0.0,3039235.0,0.0,7064831.0,0.0,0.0,0.0,0.0,0.0,1236588.0,0.0,0.0,0.0,1003486.0,0.0,235138.0,0.0,0.0,0.0,6522.0,727960624.0,0.0,109174432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57775.0,7200801.0,0.0,0.0
guf,0.0,0.0,0.0,31682.0,3534.0,0.0,2715387.0,0.0,358778.0,0.0,0.0,36152.0,450551.0,0.0,21220053.0,0.0,0.0,16404.0,7080.0,0.0,0.0,0.0,1579.0,0.0,4610899.0,2669.0,2833.0,0.0,1204.0,60242.0,0.0,1363804.0,149088.0,2706209.0,117327.0,0.0,0.0,0.0,0.0,103433.0,0.0,0.0,0.0,241388.0,174388.0,0.0,0.0,3767.0,126604.0,288692832.0,0.0,18473.0,2139702.0,21486.0,12259.0,7720.0,1676.0,0.0,15337553.0,3721.0,134183.0,0.0,0.0,716633161.0,0.0,185457.0,17567909.0,0.0,0.0,0.0,2817504.0,0.0,0.0,0.0,60159.0,2020.0,8782.0,12237.0,0.0,1982.0,1415528.0,479.0,13641.0,119970.0,98195.0,218170.0,0.0,455080.0,814.0,0.0,15249.0,53485.0,45289666.0,96642.0,0.0,15667437.0,17807.0,0.0,0.0,0.0,1117524.0,0.0,0.0,5781.0,0.0,0.0,4952.0,28131.0,33222.0,424823.0,28397.0,0.0,127885.0,0.0,14927.0,0.0,0.0,1891.0,0.0,0.0,7485404.0,18990.0,0.0,256467.0,0.0,0.0,0.0,0.0,10148.0,0.0,10438507.0,661534.0,0.0,0.0,597740.0,0.0,100571.0,21439.0,0.0,0.0,44569.0,42704.0,0.0,60607.0,10885.0,3273004.0,2289.0,0.0,0.0,979423.0,206783.0,0.0,0.0,0.0,5565.0,977562.0,0.0,0.0,640.0,9091.0,0.0,0.0,0.0,326241.0,252464.0,1986303.0,0.0,0.0,0.0,0.0,0.0,1365101.0,0.0,0.0,0.0,43952095.0,98882.0,296736.0,0.0,0.0,0.0,39382.0,266541301.0,18963.0,2406437.0,0.0,1956.0,0.0,0.0,0.0,0.0,0.0,934099.0,90389.0,0.0,0.0
guy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99336.0,0.0,0.0,29231.0,448037.0,0.0,2263265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2399796.0,0.0,0.0,0.0,0.0,9145937.0,0.0,705034.0,0.0,663347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4458000.0,0.0,0.0,249283.0,0.0,0.0,0.0,0.0,0.0,721473.0,0.0,188186.0,0.0,0.0,4395581.0,0.0,0.0,27179776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16907.0,0.0,0.0,0.0,0.0,0.0,1448277.0,0.0,0.0,0.0,189352.0,65695.0,0.0,13539.0,0.0,0.0,0.0,0.0,8111852.0,0.0,0.0,12747403.0,0.0,0.0,0.0,0.0,1293273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27838.0,0.0,0.0,0.0,0.0,0.0,0.0,8219732.0,7466.0,0.0,0.0,250343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686747.0,0.0,0.0,0.0,0.0,0.0,321741.0,0.0,0.0,0.0,0.0,0.0,14435.0,0.0,0.0,0.0,0.0,74795452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129000.0,0.0,0.0,0.0
hkg,5730.0,10104.0,15254.0,0.0,0.0,0.0,93468.0,58116560.0,83582772.0,0.0,0.0,895315224.0,148687676.0,6059.0,729207909.0,186499.0,0.0,12414577.0,166495.0,1745010.0,32106.0,577631.0,129805.0,2537.0,284690844.0,21138.0,352097.0,0.0,0.0,486150536.0,0.0,2195476620.0,36867937.0,27816063106.0,1101707.0,950062.0,181131.0,283565.0,1457680.0,12966087.0,0.0,0.0,1096378.0,9633851.0,175793.0,0.0,0.0,9631899.0,0.0,1751672768.0,0.0,0.0,134106921.0,172093.0,1533.0,1251665.0,1062887.0,0.0,155287947.0,7147.0,124719079.0,3352854.0,0.0,1041903879.0,0.0,429797.0,1972196810.0,360622.0,5962267.0,155766.0,0.0,3415347.0,0.0,0.0,9812005.0,0.0,0.0,483487.0,0.0,16473.0,0.0,422713.0,108277.0,14110483.0,589090596.0,549342798.0,0.0,51245168.0,11105810.0,173691.0,78061.0,450260767.0,1262704761.0,1507768.0,341743.0,12126514841.0,2093503.0,330589.0,14281.0,103734.0,3314083088.0,7612321.0,0.0,82459.0,93458.0,29779.0,0.0,15939832.0,246546316.0,1920589.0,1236730.0,876797.0,64028281.0,0.0,49419.0,26438744.0,23440.0,80932351.0,0.0,0.0,0.0,6468431.0,0.0,960460747.0,2717928.0,0.0,0.0,1593980.0,0.0,0.0,593614750.0,83100007.0,889660.0,2344.0,140258098.0,6670819.0,258570874.0,6988932.0,1013941.0,0.0,21031607.0,343244836.0,2279524.0,18685636.0,35316349.0,20628224.0,2134951.0,0.0,5676348.0,0.0,3391278.0,0.0,79478456.0,1246397.0,2242400.0,3049721103.0,0.0,748692.0,5632.0,493724.0,249572.0,0.0,0.0,89315999.0,278301.0,199327124.0,322857.0,0.0,0.0,0.0,193263.0,967220221.0,0.0,0.0,23191.0,153707.0,1438947.0,35234156.0,0.0,12719526.0,161442.0,21415676.0,6595667784.0,0.0,36899723.0,0.0,146824090.0,42943.0,0.0,828204.0,0.0,130795.0,12641857.0,343347984.0,2329914.0,6952245.0
hnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4531978.0,0.0,0.0,106015.0,751838.0,0.0,3491685.0,0.0,0.0,15450.0,0.0,0.0,0.0,0.0,0.0,0.0,19720324.0,0.0,0.0,0.0,0.0,9013132.0,0.0,15799875.0,245683.0,6019188.0,0.0,0.0,0.0,0.0,0.0,6313919.0,0.0,0.0,9811207.0,195747.0,0.0,0.0,0.0,0.0,0.0,27889000.0,0.0,0.0,2506276.0,0.0,0.0,179587.0,0.0,0.0,25066416.0,0.0,7124379.0,0.0,0.0,7282849.0,0.0,0.0,12227523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5946636.0,0.0,0.0,28570541.0,0.0,0.0,14180976.0,0.0,0.0,0.0,225423.0,317097.0,0.0,677825.0,0.0,0.0,0.0,1339381.0,13854938.0,7355.0,0.0,60723848.0,0.0,0.0,0.0,0.0,22301073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32092.0,0.0,0.0,52026316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698879.0,0.0,0.0,0.0,0.0,6020960.0,0.0,12454233.0,149315.0,0.0,0.0,934004.0,0.0,6650.0,2018675.0,0.0,0.0,796498.0,75250.0,0.0,0.0,0.0,818695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9789836.0,0.0,0.0,0.0,10214914.0,0.0,0.0,0.0,0.0,0.0,4050677.0,0.0,0.0,0.0,0.0,0.0,363701.0,0.0,0.0,0.0,411816.0,0.0,0.0,0.0,0.0,0.0,0.0,557301095.0,0.0,49475811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211000.0,0.0,0.0,0.0
