,abw,afg,ago,aia,alb,and,ant,are,arg,arm,asm,ata,atf,atg,aus,aut,aze,bdi,bel,ben,bfa,bgd,bgr,bhr,bhs,bih,blr,blz,bmu,bol,bra,brb,brn,btn,bvt,bwa,caf,can,cck,che,chl,chn,civ,cmr,cod,cog,cok,col,com,cpv,cri,cub,cxr,cym,cyp,cze,deu,dji,dma,dnk,dom,dza,ecu,egy,eri,esh,esp,est,eth,fin,fji,flk,fra,fro,fsm,gab,gbr,geo,gha,gib,gin,gmb,gnb,gnq,grc,grd,grl,gtm,gum,guy,hkg,hmd,hnd,hrv,hti,hun,idn,ind,iot,irl,irn,irq,isl,isr,ita,jam,jor,jpn,kaz,ken,kgz,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lca,lka,lso,ltu,lux,lva,mac,mar,mda,mdg,mdv,mex,mhl,mkd,mli,mlt,mmr,mng,mnp,moz,mrt,msr,mus,mwi,mys,myt,nam,ncl,ner,nfk,nga,nic,niu,nld,nor,npl,nru,nzl,omn,pak,pan,pcn,per,phl,plw,png,pol,prk,prt,pry,pse,pyf,qat,rou,rus,rwa,sau,scg,sdn,sen,sgp,sgs,shn,slb,sle,slv,smr,som,spm,stp,sur,svk,svn,swe,swz,syc,syr,tca,tcd,tgo,tha,tjk,tkl,tkm,tls,ton,tto,tun,tur,tuv,tza,uga,ukr,umi,ury,usa,uzb,vat,vct,ven,vgb,vnm,vut,wlf,wsm,yem,zaf,zmb,zwe
atg,0.0,0.0,0.0,904.0,0.0,0.0,0.0,0.0,138012.0,0.0,0.0,0.0,0.0,0.0,191851.0,172098.0,0.0,0.0,4131914.0,0.0,0.0,0.0,43507.0,0.0,2302.0,0.0,0.0,15139.0,0.0,0.0,742825.0,4278492.0,0.0,0.0,0.0,0.0,0.0,7218950.0,0.0,1435322.0,51510.0,890557.0,0.0,0.0,0.0,0.0,0.0,272551.0,0.0,0.0,12442.0,3632.0,0.0,0.0,0.0,183.0,355052000.0,0.0,2540210.0,23671079.0,0.0,0.0,0.0,0.0,0.0,0.0,2412055.0,686219.0,0.0,540008.0,0.0,0.0,8021943.0,0.0,0.0,0.0,36926541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3760345.0,961698.0,0.0,0.0,0.0,1147093.0,0.0,0.0,0.0,29909359.0,0.0,2225000.0,1108983.0,100468.0,0.0,753171.0,0.0,0.0,0.0,17000.0,28607255.0,2091815.0,0.0,7203591.0,0.0,0.0,0.0,0.0,0.0,76575.0,3427141.0,0.0,0.0,4407.0,0.0,0.0,1748451.0,0.0,0.0,24676.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,2087577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.0,0.0,0.0,6756610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931248.0,4046977.0,0.0,0.0,108150.0,0.0,0.0,0.0,0.0,0.0,195482.0,0.0,0.0,50505000.0,0.0,5216689.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,35881041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22424.0,0.0,6792648.0,0.0,0.0,0.0,0.0,0.0,0.0,2591835.0,0.0,0.0,0.0,0.0,0.0,16176067.0,0.0,90318.0,0.0,0.0,0.0,0.0,0.0,0.0,138711518.0,0.0,0.0,2167167.0,8580400.0,0.0,0.0,0.0,0.0,0.0,0.0,451684.0,0.0,0.0
aus,0.0,28242.0,35032.0,0.0,232213.0,0.0,122692.0,492866668.0,62379194.0,1764.0,2101882.0,0.0,0.0,34903.0,257833986.0,277527441.0,2922.0,2931.0,401525601.0,788.0,400.0,36227850.0,3602733.0,24595219.0,3748192.0,1437421.0,573088.0,65741.0,285000.0,1117091.0,345302767.0,327412.0,140734399.0,222.0,0.0,21221.0,388.0,962371648.0,5276.0,652643634.0,43516473.0,4680375989.0,4869161.0,198005.0,26210.0,67501.0,2346406.0,10244228.0,159831.0,0.0,10714938.0,3127500.0,2023614.0,441.0,2535124.0,40573717.0,2986202498.0,494.0,121277.0,296470681.0,1426153.0,2701781.0,1718606.0,8093335.0,161510.0,0.0,340659791.0,4979562.0,1154463.0,363224178.0,155252139.0,0.0,1196427674.0,0.0,56946.0,983.0,3603122554.0,75199.0,2859003.0,1898.0,5143.0,4659.0,0.0,0.0,49394001.0,0.0,0.0,1799775.0,84552.0,396918.0,670739394.0,0.0,1063869.0,5213657.0,5653.0,49273976.0,1384317464.0,380655624.0,0.0,531545124.0,15789137.0,66481243.0,1735121.0,217176707.0,1619748631.0,625375.0,1652897.0,7819332295.0,1258944.0,9328014.0,394398.0,1160067.0,217553.0,951.0,2435232071.0,11946435.0,431154.0,3643674.0,441.0,0.0,4661.0,42064798.0,13454.0,1081327.0,9310345.0,1257634.0,3733534.0,16621352.0,868408.0,856448.0,28088.0,236879581.0,26474.0,2060152.0,147508.0,3609026.0,7851228.0,4296.0,113647.0,7803.0,7172.0,672.0,3017504.0,2989070.0,2298297516.0,0.0,4547826.0,22879008.0,64273.0,436686.0,17736025.0,597738.0,0.0,499106177.0,73741742.0,1839306.0,3570309.0,2318272862.0,41639353.0,97076559.0,1289501.0,10964.0,32321598.0,290823171.0,21596.0,751585516.0,21050117.0,2571313.0,92491162.0,55406.0,0.0,2669438.0,58596792.0,5737748.0,14558475.0,736.0,712069944.0,659190.0,43818.0,49260.0,1891577416.0,0.0,81074.0,2358216.0,21204.0,531979.0,0.0,758.0,0.0,0.0,73645.0,7612097.0,21092366.0,832685818.0,1143438.0,54458.0,696607.0,2160.0,10294.0,52892.0,1432698191.0,0.0,143289.0,866.0,18771721.0,315491.0,1138226.0,1825041.0,114162618.0,10034.0,2139325.0,7427206.0,2674932.0,59672.0,2788572.0,11852646026.0,11612.0,0.0,0.0,543183.0,240066.0,1123879687.0,397860.0,21636.0,34779472.0,34928572.0,443124411.0,626017.0,7804964.0
aut,468409.0,268931.0,1965.0,13324.0,2544216.0,431678.0,99295.0,5923053.0,15104191.0,169077.0,0.0,64863.0,0.0,144865.0,38925064.0,0.0,29088482.0,1671989.0,1186729047.0,78880.0,429706.0,46704634.0,73586181.0,1379378.0,40778.0,29831901.0,15594852.0,298997.0,21187.0,2082764.0,224168973.0,794061.0,24368.0,24337.0,0.0,139034.0,132458.0,515489981.0,0.0,2003349655.0,30892998.0,1022735909.0,16963262.0,7389467.0,2708154.0,1697535.0,0.0,16703579.0,40510.0,6807.0,19579613.0,1775840.0,0.0,10235.0,3869754.0,1633072168.0,25342901380.0,76640.0,146506.0,355444056.0,1944404.0,166497381.0,30553372.0,19059325.0,62300.0,0.0,873162481.0,19001380.0,1077817.0,632041115.0,1635347.0,283117.0,2740390067.0,359856.0,3729.0,508853.0,1769496373.0,828219.0,16306409.0,63351.0,1706794.0,5606.0,1141.0,31036.0,106839819.0,268093.0,83209.0,8715702.0,0.0,2803.0,155201476.0,0.0,5544489.0,239048383.0,89638.0,2209111510.0,122299290.0,134950983.0,41066.0,539903465.0,19603478.0,268573168.0,13650687.0,103024321.0,4451286803.0,533988.0,210841.0,1641948671.0,321981591.0,4396260.0,126074.0,7212885.0,48477.0,19760.0,313009047.0,71561.0,998878.0,851543.0,440449.0,146000663.0,23557.0,14493314.0,124494.0,24650739.0,102326433.0,14227122.0,13046572.0,48235795.0,10479971.0,2142656.0,242267.0,80656703.0,0.0,6520043.0,240377.0,6587857.0,6654735.0,15080.0,29553.0,7548270.0,40775.0,20358.0,5272594.0,888658.0,198790668.0,0.0,1569607.0,7465.0,309359.0,0.0,204795917.0,5354812.0,0.0,1869366696.0,90692812.0,3814057.0,77367.0,20260612.0,177238.0,38596143.0,6904347.0,1304739.0,4259532.0,49681665.0,421.0,999826.0,634262250.0,1773782.0,278627473.0,124144.0,35623.0,275890.0,99523.0,276397035.0,1061596985.0,10722.0,111037359.0,25559642.0,307074.0,189655.0,91946077.0,0.0,241590.0,1170641.0,1531031.0,4837368.0,0.0,36362.0,479.0,98086.0,163325.0,890886075.0,607216133.0,928865111.0,115829.0,993241.0,54623793.0,131445.0,1886917.0,172766.0,165780183.0,2821965.0,0.0,11876129.0,0.0,8114.0,2011824.0,29276081.0,371266471.0,4256.0,1359236.0,1375154.0,189476135.0,10091.0,1783033.0,3365783167.0,12033458.0,0.0,596.0,1008218.0,229019.0,64247658.0,7947.0,13140.0,2428.0,4550402.0,232054629.0,2371202.0,4924488.0
aze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8919816.0,0.0,0.0,0.0,0.0,0.0,0.0,814106.0,9722320.0,0.0,0.0,7618527.0,0.0,0.0,0.0,3865495.0,0.0,0.0,0.0,5102411.0,0.0,0.0,0.0,874605.0,0.0,0.0,0.0,0.0,0.0,0.0,2490349.0,0.0,25379834.0,0.0,2187954.0,0.0,0.0,0.0,0.0,0.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12220560.0,78169000.0,0.0,0.0,5360866.0,0.0,0.0,8622.0,0.0,0.0,0.0,2467792.0,94975.0,0.0,4739718.0,0.0,0.0,27736766.0,0.0,0.0,0.0,53749719.0,7866629.0,0.0,0.0,0.0,0.0,0.0,0.0,3874123.0,0.0,0.0,0.0,0.0,0.0,355921.0,0.0,0.0,755731.0,0.0,4784000.0,408404.0,11038518.0,0.0,3214231.0,31964961.0,0.0,0.0,3449000.0,37331345.0,0.0,100141.0,8018700.0,39574210.0,0.0,2861319.0,0.0,0.0,0.0,2944791.0,20272.0,0.0,7693.0,0.0,0.0,0.0,0.0,0.0,1394924.0,1961075.0,353259.0,0.0,0.0,183527.0,0.0,0.0,287533.0,0.0,56566.0,0.0,6771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12785029.0,14655969.0,0.0,0.0,1364.0,11415.0,63084.0,0.0,0.0,0.0,0.0,0.0,0.0,24559000.0,0.0,286622.0,0.0,0.0,0.0,0.0,2588000.0,134898034.0,0.0,0.0,46000.0,0.0,0.0,7330240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309412.0,2071378.0,20111780.0,0.0,0.0,0.0,0.0,0.0,0.0,1635050.0,8513.0,0.0,4025076.0,0.0,0.0,0.0,0.0,229737215.0,0.0,0.0,0.0,25561850.0,0.0,0.0,210301266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38959.0,0.0,0.0
bdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358557.0,50941.0,0.0,0.0,0.0,0.0,0.0,54866.0,214184.0,0.0,0.0,16058404.0,0.0,0.0,0.0,8018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313615.0,0.0,0.0,0.0,0.0,0.0,0.0,714682.0,0.0,269839.0,0.0,3626745.0,0.0,0.0,0.0,0.0,0.0,73467.0,0.0,0.0,0.0,0.0,0.0,0.0,3620.0,294886.0,4834000.0,0.0,0.0,993064.0,0.0,0.0,0.0,55770.0,0.0,0.0,698527.0,0.0,0.0,44187.0,0.0,0.0,11223619.0,0.0,0.0,0.0,2975288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235524.0,0.0,0.0,0.0,0.0,0.0,805884.0,0.0,0.0,0.0,0.0,13000.0,719940.0,2521582.0,0.0,32533.0,11773.0,0.0,0.0,0.0,3714481.0,0.0,0.0,1606671.0,0.0,2954072.0,0.0,0.0,0.0,0.0,907842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180251.0,0.0,0.0,0.0,0.0,757.0,0.0,0.0,0.0,0.0,1338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206244.0,7664.0,4118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001201.0,4883.0,0.0,0.0,0.0,925.0,24706.0,0.0,0.0,0.0,0.0,0.0,0.0,960000.0,0.0,158407.0,0.0,0.0,0.0,0.0,4690000.0,170404.0,0.0,0.0,0.0,0.0,0.0,47328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211.0,4117.0,89810.0,0.0,0.0,0.0,0.0,0.0,0.0,982793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42545.0,0.0,2828400.0,289573.0,0.0,0.0,0.0,1672197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6332769.0,2232167.0,667922.0
bel,18299918.0,16093118.0,571049737.0,0.0,1885865.0,141784.0,23392350.0,301262725.0,303615286.0,73846945.0,0.0,25219.0,0.0,177675.0,554076494.0,971637014.0,304479.0,4038023.0,0.0,3497097.0,1262951.0,223657424.0,406647871.0,23269456.0,1891739.0,6184001.0,30950495.0,31165.0,17115.0,1513555.0,1351039677.0,792798.0,36199.0,0.0,0.0,3144541.0,158677585.0,1289675750.0,0.0,1411240401.0,140704210.0,3275545655.0,168788057.0,77239719.0,687244302.0,27249084.0,0.0,224398589.0,27660.0,19996.0,162071356.0,12013575.0,0.0,4768871.0,14386440.0,544844299.0,26140593648.0,259109.0,0.0,719511446.0,17857060.0,658159095.0,88647036.0,83697608.0,18157.0,0.0,2814153516.0,71499734.0,15375567.0,1044652149.0,48812.0,16588.0,20132690249.0,128241.0,0.0,8805520.0,13292145040.0,2338263.0,51020438.0,847102.0,144585209.0,18838675.0,23279.0,0.0,282131933.0,91848.0,1182849.0,40183493.0,0.0,20911695.0,659832278.0,0.0,56620298.0,44022851.0,6323943.0,912453694.0,910359080.0,1461425245.0,0.0,3500567657.0,76762160.0,96473.0,28612766.0,1988007371.0,6132386989.0,878295.0,2532542.0,4474632777.0,38763492.0,25378493.0,637678.0,11243368.0,0.0,4057.0,876196879.0,55381908.0,13577322.0,41441089.0,107950558.0,41760838.0,0.0,207038695.0,17274121.0,98942355.0,903479074.0,26893962.0,19200343.0,232924554.0,2523687.0,26027240.0,77038.0,413607178.0,0.0,89568626.0,7467628.0,56927371.0,11595676.0,1488981.0,27642.0,19342334.0,39816654.0,36680.0,58910739.0,4353854.0,606155785.0,0.0,47550097.0,18386861.0,91105.0,0.0,38582572.0,7996795.0,0.0,27517883727.0,1706505473.0,6518164.0,2962.0,227505733.0,1758250.0,148572214.0,42792198.0,0.0,68655693.0,110113359.0,0.0,18630551.0,883542445.0,4677117.0,1253702646.0,1352900.0,250820.0,1342622.0,6178111.0,229535028.0,1294237071.0,3175289.0,154660454.0,11710162.0,4057620.0,16774903.0,462387132.0,0.0,0.0,1033586.0,13175670.0,10126186.0,0.0,0.0,383743.0,219966.0,2013453.0,135967566.0,91617874.0,3360585220.0,3926233.0,680997.0,21122413.0,0.0,2710909.0,6671926.0,1105618017.0,4187761.0,0.0,3792397.0,0.0,791.0,3651064.0,372924252.0,745935422.0,5553.0,78419653.0,22323811.0,109158308.0,0.0,13174668.0,11645372266.0,34474058.0,0.0,7408.0,168256485.0,4073559.0,352765017.0,4071206.0,14980.0,1763464.0,6697203.0,1103459091.0,15023260.0,19583425.0
ben,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86932.0,937071.0,0.0,0.0,0.0,0.0,0.0,186084.0,4813886.0,0.0,0.0,43165562.0,0.0,1902.0,151883.0,84195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2979824.0,0.0,0.0,0.0,0.0,0.0,0.0,2250254.0,0.0,15628927.0,0.0,370411970.0,35094449.0,1986158.0,0.0,0.0,0.0,167426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769875.0,51351000.0,0.0,0.0,2528993.0,0.0,0.0,0.0,59385.0,0.0,0.0,21301656.0,0.0,0.0,639143.0,0.0,0.0,216810776.0,0.0,0.0,3079574.0,65673692.0,0.0,2884470.0,0.0,0.0,0.0,0.0,0.0,416009.0,0.0,0.0,0.0,0.0,0.0,21676585.0,0.0,0.0,0.0,0.0,272000.0,15249547.0,41076748.0,0.0,5136806.0,160174.0,0.0,0.0,636000.0,40106258.0,0.0,9807.0,11767434.0,0.0,8016.0,0.0,0.0,0.0,0.0,13860097.0,98.0,0.0,75979.0,0.0,0.0,0.0,0.0,0.0,111977.0,134535.0,0.0,0.0,642891.0,0.0,0.0,0.0,109750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19148.0,0.0,1643911.0,0.0,0.0,0.0,40884.0,0.0,1130.0,0.0,0.0,49752856.0,248900.0,0.0,0.0,78602.0,0.0,911019.0,0.0,0.0,0.0,372951.0,0.0,0.0,1023000.0,0.0,1306667.0,0.0,0.0,0.0,0.0,1829000.0,595503.0,0.0,0.0,38000.0,0.0,4355291.0,9299249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63238.0,75637.0,3656590.0,0.0,0.0,0.0,0.0,0.0,150508.0,58064643.0,0.0,0.0,0.0,0.0,0.0,0.0,478339.0,1720900.0,0.0,0.0,0.0,180199.0,0.0,7500.0,26393308.0,0.0,0.0,0.0,0.0,0.0,13338.0,0.0,0.0,0.0,0.0,16887042.0,0.0,0.0
bfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20100.0,0.0,0.0,0.0,0.0,0.0,0.0,54157.0,427367.0,0.0,0.0,12197358.0,266772.0,0.0,0.0,9548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525339.0,0.0,0.0,0.0,0.0,0.0,0.0,2076774.0,0.0,668198.0,0.0,2958020.0,79529903.0,0.0,0.0,0.0,0.0,18250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827347.0,11406000.0,0.0,0.0,4223161.0,0.0,0.0,0.0,8899.0,0.0,0.0,13897188.0,0.0,0.0,158956.0,0.0,0.0,129048482.0,0.0,0.0,0.0,8622116.0,0.0,3225213.0,0.0,0.0,0.0,0.0,0.0,284932.0,0.0,0.0,0.0,0.0,0.0,2929276.0,0.0,0.0,10317.0,0.0,51000.0,1043436.0,5513845.0,0.0,1373812.0,64260.0,0.0,0.0,8000.0,13740936.0,0.0,0.0,7935814.0,0.0,0.0,0.0,0.0,0.0,0.0,889670.0,0.0,0.0,276467.0,0.0,0.0,0.0,0.0,0.0,0.0,683483.0,0.0,0.0,381274.0,0.0,0.0,0.0,27963.0,0.0,0.0,561425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142569.0,0.0,283991.0,0.0,0.0,0.0,357643.0,0.0,0.0,0.0,0.0,5651043.0,48815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6003.0,15536.0,0.0,0.0,543000.0,0.0,834722.0,4810.0,0.0,0.0,0.0,51000.0,2014654.0,0.0,0.0,0.0,0.0,690495.0,1757266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32250.0,0.0,202317.0,0.0,0.0,0.0,0.0,0.0,1513247.0,649923.0,0.0,0.0,0.0,0.0,0.0,0.0,643777.0,1111385.0,0.0,0.0,0.0,0.0,0.0,0.0,15773247.0,0.0,0.0,0.0,48112363.0,0.0,0.0,0.0,0.0,0.0,0.0,4914107.0,0.0,0.0
bgd,310.0,28845.0,0.0,30.0,5324.0,0.0,494493.0,40745679.0,301415077.0,0.0,783751.0,0.0,118.0,147853.0,179896931.0,11622653.0,0.0,42455.0,31854539.0,9561036.0,4897141.0,0.0,3750415.0,19969588.0,2667695.0,0.0,47112.0,35595.0,156.0,5621.0,82979426.0,0.0,62.0,454988.0,0.0,123.0,237356.0,103815424.0,11316.0,64666200.0,3647663.0,779729458.0,0.0,3128878.0,161.0,9209.0,18641.0,556143.0,0.0,112596.0,253.0,6340.0,14243.0,190147.0,450082.0,5111963.0,147269488.0,88986.0,18860.0,30307062.0,176677.0,0.0,826.0,7202302.0,0.0,557772.0,36561743.0,38242.0,182242.0,9082711.0,1286332.0,1013134.0,109607542.0,0.0,0.0,0.0,133189703.0,0.0,1735736.0,2084348.0,0.0,17045.0,6102.0,0.0,3680190.0,28819.0,20773.0,931255.0,0.0,0.0,400815462.0,31190.0,286242.0,34278.0,361229.0,3999935.0,283954242.0,577607634.0,81892.0,2745966.0,36475312.0,361.0,51225.0,233211.0,65005527.0,0.0,653327.0,508327256.0,0.0,355870.0,0.0,1106.0,1708161.0,0.0,435987125.0,34312251.0,34686.0,1643658.0,737316.0,0.0,0.0,7239777.0,0.0,782656.0,242390.0,0.0,390977.0,1601210.0,0.0,145056.0,376.0,8837580.0,129.0,0.0,2111423.0,1343893.0,47917861.0,0.0,0.0,759360.0,6206.0,366975.0,81325.0,547058.0,176537454.0,0.0,28028.0,574.0,74748.0,123657.0,1183979.0,0.0,60855.0,54884042.0,24187540.0,390805.0,14574.0,9780760.0,787416.0,96658941.0,1145159.0,0.0,884684.0,18134166.0,0.0,3914002.0,7981096.0,46443058.0,735050.0,245105.0,0.0,31701.0,2539892.0,3335129.0,130091306.0,0.0,188269023.0,0.0,8589986.0,63575.0,631641620.0,0.0,0.0,2684570.0,0.0,0.0,26542.0,0.0,0.0,65086.0,238602.0,590529.0,268908.0,19896108.0,3213956.0,9412.0,3109282.0,293.0,1316242.0,4856934.0,241897990.0,0.0,0.0,5875682.0,0.0,4328.0,31764.0,9064950.0,38823546.0,0.0,7760754.0,664781.0,10544613.0,0.0,271209.0,260508002.0,15636823.0,7727.0,4100912.0,145509.0,390802.0,14604708.0,4075666.0,2194.0,20800.0,2909266.0,7631369.0,523732.0,5855496.0
bgr,852587.0,9053.0,1119.0,0.0,65046.0,0.0,7099.0,5294680.0,6320050.0,45643.0,0.0,0.0,0.0,0.0,5519046.0,132763670.0,86766.0,0.0,83925547.0,4761.0,0.0,751151.0,0.0,0.0,30652.0,232618.0,5434666.0,72679.0,0.0,10770.0,57606608.0,1192.0,0.0,49339.0,0.0,562.0,0.0,14224668.0,0.0,76095964.0,63137948.0,63267405.0,1143215.0,56049.0,3555.0,0.0,0.0,2160460.0,474.0,0.0,550108.0,536037.0,0.0,7228.0,4840697.0,110347759.0,817710102.0,0.0,0.0,41411048.0,8127.0,52331.0,2535033.0,3467570.0,0.0,0.0,91264882.0,860826.0,211430.0,41455361.0,0.0,2052.0,294158987.0,0.0,0.0,11943.0,127890675.0,288928.0,567283.0,3966.0,0.0,339475.0,0.0,0.0,304583721.0,0.0,4772.0,9178088.0,0.0,874.0,8910917.0,0.0,16564.0,4653769.0,0.0,61123312.0,34992936.0,12433783.0,0.0,31035638.0,902821.0,517.0,231861.0,11073985.0,501063142.0,536.0,3344859.0,56394261.0,6756986.0,0.0,58900.0,2430.0,0.0,0.0,25956818.0,10969.0,136933.0,272000.0,0.0,435430.0,0.0,365341.0,0.0,2715049.0,2602250.0,490830.0,14438.0,17791075.0,2009836.0,100793.0,6451.0,6446466.0,0.0,24065252.0,1665.0,115565.0,5447.0,0.0,12102.0,7805.0,1156036.0,0.0,106757.0,67853.0,8796301.0,0.0,9346.0,97432.0,0.0,0.0,8981.0,4146292.0,0.0,99301251.0,5839237.0,1277.0,143352.0,316079.0,0.0,401636.0,897397.0,28052.0,17280193.0,1913276.0,0.0,1018626.0,81075554.0,1584538.0,14003587.0,24468.0,0.0,4703.0,27492.0,258593538.0,1440431758.0,0.0,194308.0,20697418.0,456007.0,1389.0,4563569.0,0.0,0.0,0.0,0.0,4632.0,0.0,15155.0,1141.0,0.0,0.0,37653011.0,25461524.0,56359124.0,38044.0,912.0,4801568.0,99141.0,1191.0,1047796.0,7010872.0,8346192.0,0.0,8253547.0,0.0,0.0,0.0,713243.0,199715620.0,0.0,0.0,23941.0,302072952.0,0.0,108333.0,181921374.0,5071213.0,0.0,0.0,1324163.0,281154.0,2771632.0,4640.0,0.0,0.0,16443.0,4925961.0,23241.0,9516837.0
bhr,0.0,31917.0,0.0,0.0,459.0,0.0,0.0,103670512.0,24617176.0,0.0,0.0,0.0,0.0,0.0,233360145.0,8884537.0,0.0,651.0,31759335.0,0.0,0.0,898722.0,281875.0,0.0,40756.0,1587.0,5304.0,0.0,0.0,0.0,67740350.0,0.0,288.0,0.0,0.0,0.0,30991.0,24419164.0,0.0,32396499.0,4302677.0,110949230.0,0.0,0.0,1684.0,0.0,0.0,82297.0,0.0,0.0,14306.0,377948.0,0.0,0.0,1593240.0,1103442.0,147485519.0,35779.0,0.0,16776703.0,34020.0,10510.0,96682.0,10276974.0,0.0,0.0,29102178.0,464780.0,950.0,8670344.0,0.0,0.0,188513662.0,0.0,0.0,0.0,165432225.0,0.0,17366.0,1494.0,0.0,0.0,0.0,0.0,6001926.0,0.0,0.0,783807.0,0.0,1082.0,23544063.0,0.0,68322.0,101066.0,0.0,1253099.0,26638711.0,96332661.0,0.0,16018352.0,26774383.0,4805.0,13485.0,0.0,99848259.0,34869.0,9293462.0,157743355.0,0.0,480061.0,0.0,23024.0,0.0,0.0,128233461.0,14836397.0,2706.0,9026842.0,0.0,0.0,0.0,2121680.0,0.0,24024.0,732925.0,7136.0,49398.0,684218.0,0.0,20416.0,0.0,3629372.0,0.0,0.0,0.0,670723.0,244837.0,0.0,0.0,433.0,864.0,0.0,28334.0,1152.0,34953276.0,0.0,0.0,0.0,0.0,0.0,84540.0,0.0,0.0,40531194.0,3060689.0,56893.0,0.0,7774938.0,10246337.0,40898642.0,13017.0,0.0,46510.0,7393996.0,0.0,0.0,918964.0,84609.0,3719951.0,14941.0,27893.0,1263.0,8233457.0,3222993.0,1477271.0,0.0,206383799.0,12616.0,85937.0,0.0,17117168.0,0.0,0.0,0.0,0.0,5761.0,54344.0,1409945.0,0.0,0.0,9917.0,163494.0,286584.0,25677138.0,9275.0,0.0,7422584.0,0.0,0.0,1410.0,27917022.0,0.0,0.0,0.0,0.0,0.0,0.0,6893940.0,32325495.0,0.0,52539.0,66.0,1933889.0,0.0,94098.0,381498340.0,0.0,0.0,0.0,3221.0,0.0,598391.0,0.0,0.0,0.0,47762.0,8922193.0,2042.0,0.0
